	MF.103-11B+.LU	MF.103-11B+.SALM3.SI	MF.103-11B+.SI	MF.11CLOSER.SALM3.SI	MF.11CLOSER.SI	MF.169+11CHI.SLN	MF.BM	MF.II+480LO.PC	MF.II-480HI.PC	MF.LU	MF.MEDL.SLN	MF.MICROGLIA.CNS	MF.RP.SP	MF.SBCAPS.SLN	MF.THIO5.II+480INT.PC	MF.THIO5.II+480LO.PC	MF.THIO5.II-480HI.PC	MF.THIO5.II-480INT.PC
Bhlhe41	5.737415014	4.788499098	4.425347081	4.941757772	5.450142297	5.527090672	4.611624873	4.042968207	4.545758373	9.821078611	5.022108105	9.374586273	6.116875538	5.42030891	5.65258401	4.223597599	7.863243647	7.662734115
Bin2	9.178193751	9.989067603	9.839391425	9.92069953	9.233505982	9.796025409	9.720712709	9.389690487	9.304840618	10.45627853	10.54736553	10.79989144	11.03840022	10.08698321	8.72905647	9.50993292	8.403343429	8.81298022
Birc2	7.325766414	8.065306397	8.385701024	7.967262434	8.001039943	7.375656356	6.653335227	7.240216365	7.408599783	7.037456903	7.090129891	6.358426154	7.959290645	7.589033118	6.84266546	6.989985555	6.7591656	7.044167861
Birc5	5.909565516	6.245056353	5.765423358	6.387443969	6.215711208	6.960319406	8.374136016	6.442543245	6.151202627	6.912542889	6.080979505	6.251418026	5.711823422	6.252254797	5.668890656	5.588486784	5.712707656	5.504276096
Blk	6.248503527	6.194540188	6.002183322	6.375584684	6.512096646	6.165937055	6.071432328	5.868531209	5.978010246	5.92541637	6.426390566	6.124741692	6.1782326	6.692513681	6.096656831	5.93043773	5.98894291	5.78360158
Blm	6.052189803	6.372056663	6.337772757	6.431226381	6.620560606	5.993503411	7.297863013	6.476898464	5.71073665	6.852551565	5.218002274	5.600281649	5.790748583	6.240975413	5.956196081	6.091296444	5.903534031	6.062602415
Blnk	8.660493884	6.331587889	5.799176509	6.484278333	7.615362884	6.53146724	6.122588518	8.744087187	6.798459705	5.001180723	6.335298341	9.283180284	8.222150073	6.14887006	8.985662751	8.732268182	9.471561623	9.693122869
Blvrb	8.29637802	9.190763179	9.247070455	8.980075441	8.768859123	7.960582949	10.15934763	8.379848069	9.679753775	7.918976304	8.499757609	8.186549253	9.885341095	8.037990813	9.531791401	8.304848221	9.726878037	9.633088648
Bmp2	5.187344154	6.181977625	5.339634727	6.30635658	8.718953311	5.075667396	4.698224036	5.743685502	7.447874218	4.66656725	4.663814244	4.838771965	6.351157742	6.88308496	7.692040982	5.524857709	8.610977445	7.723789937
Bmp2k	9.161343295	8.741981445	8.754263726	9.061614209	9.356510777	9.502257097	7.206059368	8.477164744	8.291641312	8.6216817	7.810608907	10.05223822	8.944601287	8.017290591	8.782585047	8.705948997	8.689893288	8.88295397
Bmp7	6.677597034	6.233440407	5.924961091	6.330997971	6.079855943	6.771268261	6.624444074	6.262632349	6.282071547	6.26880303	6.830336463	6.836331079	6.167555969	7.446054371	6.28777024	6.208731188	6.1525093	6.073553916
Bmpr1a	4.576872792	6.255489875	5.697952097	5.890522692	5.650484838	4.667355697	4.188540714	4.317774373	6.967487583	6.631023742	4.312251298	7.485160323	5.695905683	4.711596773	4.222518652	4.155363361	7.640525493	4.316548849
Bmx	4.032413863	4.007457908	4.033668412	3.886159913	3.910416078	4.12288803	4.229649444	3.898675951	5.680110525	7.282683199	4.522950249	4.318184257	4.083037453	4.169896949	4.778869135	4.109873129	5.552614795	5.213984882
Bnip3	6.59821854	6.952247356	6.818515713	7.043417511	6.984529882	6.371405525	7.257387843	7.76442976	7.428625654	7.234989507	7.432466319	7.411771398	6.578012334	6.553868092	8.085000203	7.996117161	8.870293714	8.225359131
Boll	4.068593429	3.931444321	3.925888229	3.930233489	3.964520623	4.358895548	4.279894682	3.81819272	3.825802585	3.694512509	4.873631128	4.289836924	4.189218368	4.498972035	4.007847319	4.115943243	4.111395837	4.116786147
Bpil2	5.464266373	5.230223192	5.122463292	5.178412886	5.096819288	5.415006504	7.339262118	5.341345356	5.227697441	5.258876916	5.699741784	5.598407887	5.207665136	5.765992146	5.135913771	5.290921977	5.235913383	5.273343064
Brca1	5.957460784	6.153311351	5.638627054	6.21411849	6.249818103	6.87060145	7.210010516	6.230775581	6.030326513	6.615661513	5.955864916	5.863140586	5.358608421	5.92886535	5.222885687	5.318069742	5.328731168	5.316210923
Bri3	8.966499107	8.275201367	8.43633409	8.475059746	8.504462847	8.552106702	8.456687069	8.905196438	9.577272654	8.471138811	8.481754233	8.952199977	8.597022079	8.431398775	9.758959756	8.851318146	10.07348336	10.03738442
Brip1	5.872498822	6.062373237	5.681267732	6.115458837	6.389948084	6.340204399	6.449249912	6.272474894	6.032590918	6.64265248	5.59538729	5.091878926	5.381022593	5.910371703	5.239972062	5.269024417	4.884708618	5.12143129
Brix1	6.844911602	7.508100586	7.436437312	7.444926874	7.706625035	7.435370649	7.952103661	8.224908662	8.315654078	8.10037272	6.461669338	6.777420593	7.401359686	7.157185729	7.781078142	7.778148988	7.7276455	7.507430221
Bst1	7.008267255	7.04906302	5.460498257	8.125183034	6.370774576	6.787889503	5.448802962	9.39520943	10.74350936	11.09488311	9.307453344	5.431343263	5.396462074	6.334609391	9.315029597	7.885556672	10.20261746	9.364965297
Bst2	8.354056275	10.07131483	9.317811416	10.18502084	9.470205762	8.99791772	8.728194563	8.993314417	9.007817518	7.96471514	9.509448234	8.831555009	8.781751483	9.061291258	9.115791212	8.990584782	9.084644271	9.041313174
Btbd11	6.802464666	6.029495402	5.869108905	6.086420754	6.169565084	6.490461828	6.692217012	5.706460562	5.532122633	5.730601013	6.259544615	6.343381171	6.821546959	6.850408149	5.706749712	5.617707925	5.645261652	5.652690121
Btbd3	6.848265508	6.401801527	6.584709792	6.390537861	6.750911411	6.58504365	6.158143777	7.006346651	7.04466296	5.627745926	6.50840092	6.725614384	7.204877257	6.613900678	6.485632375	6.945012622	6.940624472	6.740091501
Btla	6.381641579	6.660491923	5.858820783	6.782796119	6.707301147	9.892642838	6.007141668	5.621412107	5.353464448	5.899310998	7.771025223	5.598894168	5.70286252	7.932399027	5.465123393	5.905566716	5.399961738	5.068196426
Bub1	5.937317318	6.146290165	5.349860118	6.418420622	6.362000954	6.883698398	7.022805734	6.506535829	6.071926382	7.519715658	5.502077548	4.286437628	4.433551503	5.185111311	4.530740813	4.865687912	4.975053861	4.781781094
Bub1b	6.979549809	7.486328431	6.943109055	7.41932167	7.412066605	7.88421815	9.205871673	7.324216257	6.660340148	9.124554745	6.837429253	5.621575236	5.879120043	7.000407955	5.851815658	6.292305679	5.534504696	5.948039327
C1galt1	7.545019281	7.672326153	7.588915903	7.91229792	7.982095517	7.281745536	7.861602875	8.660730309	8.667533937	9.468773972	7.777737941	6.973504898	7.597414719	7.419173537	8.416229766	8.162652148	9.059663162	8.356315067
C1galt1c1	5.630338484	6.953938871	7.302594146	6.806844736	6.86373308	6.274959541	5.885396213	7.553027646	7.449994063	7.687608269	7.393858051	6.304562757	6.96692491	6.295313444	7.595915605	7.429108756	6.990927639	7.576521382
C1qa	11.87102654	12.62119807	12.78981606	12.33358429	12.74917224	8.41562094	10.04858146	12.05328166	12.70130123	6.045512139	10.07597605	12.81768438	12.18479844	8.34533006	12.63026944	11.1483411	12.5065124	11.7587609
C1qb	11.88623671	12.44742997	12.46743308	12.36029614	12.34649711	9.13425008	10.21832242	12.03628133	12.2074632	5.568347331	10.52189989	12.26444437	12.07477848	8.262028348	12.20232655	11.6817552	12.30712753	12.11769159
C1qc	11.60857468	12.44025195	12.37398241	12.28345154	12.25520005	7.31748633	9.801736162	11.63335095	12.54084529	5.302772335	9.690061197	12.59288243	12.17977869	7.834951974	12.36437462	10.98174006	12.76595	11.93923226
C1ql3	5.154317888	4.973986594	4.96405003	4.855029158	5.020607095	5.182585045	4.997114732	5.062908887	4.979642786	4.878896964	5.582291043	5.117193558	4.97226836	5.688089418	5.075937602	4.883321038	4.959933948	5.014734665
C230081A13Rik	9.018712891	8.69533662	8.983931958	8.711136425	9.121678608	7.841044727	6.949830212	8.399398847	10.38591074	5.900323431	7.494664812	8.057670847	7.575451762	8.663841101	8.665733965	8.134283413	9.796058055	9.007475755
C3	8.888552855	8.731877416	6.922506081	9.873187311	8.557905767	8.631504308	8.66655932	9.298957471	10.06792849	9.996241	10.67987709	6.64012537	8.736117311	9.653490188	8.069772866	8.283520556	7.847277049	7.241748042
C330019L16Rik	4.40407884	4.44444842	4.948301145	4.29668132	4.682708122	4.449610894	4.339534119	4.593546994	5.037254816	4.841671268	4.50788976	4.607924039	5.104066828	4.569667286	4.883552394	4.37900862	5.100180134	4.976765347
C330027C09Rik	6.121495183	6.565716735	6.371776644	6.689700669	7.022206222	7.572562676	7.190646792	6.930954908	6.478822999	7.190697817	5.688048842	4.968838793	5.747093746	6.199074533	5.924439611	6.13381283	5.878049277	5.909856291
C3ar1	11.09170304	11.40519199	12.26758039	11.37837391	12.16335555	6.318180339	6.505665491	10.34350931	11.48922065	4.832400596	7.852472393	10.98717415	6.116761892	5.277438056	12.42408363	10.52107482	12.68530541	12.64292536
C4a	5.879637158	6.155357627	5.418452127	6.062486032	5.61944764	6.162215073	5.697639469	6.344626728	9.508684754	5.370540951	5.781660025	5.827946863	5.653389689	5.792005463	6.322033889	5.795134002	8.39237367	5.672171669
C4b	6.172480515	8.123200848	5.744144177	7.954577294	6.88361764	6.070467686	5.599746253	8.871650036	12.13570611	5.701720928	6.838626595	6.544028856	6.673840469	6.311957156	8.171741253	7.014334834	11.21605847	6.544296299
C5ar1	9.400098548	9.932877103	10.20626903	9.891092753	10.49373745	5.329270729	6.25148746	8.927190297	9.446212937	10.6156777	8.193966849	8.755973011	5.749303633	6.024175598	10.31422688	7.957895258	10.22003202	10.40867885
C6	4.959566161	10.31219394	10.14706277	9.823715451	9.592651265	5.231530331	4.395236497	4.189974749	4.265301862	4.281381737	7.435090566	4.840387698	10.7866568	4.664454396	4.620117165	4.423206133	4.56983536	4.447365399
C630004H02Rik	6.819585165	6.586760616	6.498718163	6.89609895	6.494558337	6.380149331	6.574041445	6.221712778	6.213440607	6.149308826	6.524694497	6.478135921	5.904258483	7.561904229	6.227361795	6.215624242	6.335140206	6.16984151
C7	5.796473164	5.426814049	4.674028792	5.842912853	4.628777094	4.357636453	4.530763699	4.674063238	4.520348907	4.780185844	4.531793155	4.696561429	4.575447476	4.882965786	4.671106512	4.613476647	4.454939161	4.442759969
C79407	5.401688484	5.53438771	5.459341213	5.76894121	5.792877732	6.621421876	5.743660372	5.959289486	5.828986086	6.537271214	5.503868661	4.423351822	4.907299301	5.332509236	5.489951761	5.445646154	5.455519019	5.482236277
C920008G01Rik	5.365482584	5.39229853	5.295824811	5.279903965	5.261936187	5.190172345	5.36121274	5.137891469	5.124372254	5.299154279	5.323924845	5.569823211	5.552605574	5.203719948	5.335268859	5.245517213	5.396120662	5.265610671
Cables1	6.059780313	5.437989208	5.170965428	5.598590013	6.225897259	5.432979445	6.299052901	4.774505959	6.154088984	5.70017335	5.752490371	8.916575767	5.828995391	5.761806507	5.801726032	4.779326267	5.805104109	5.827365995
Cacna1e	5.984460614	6.156863261	6.161014951	6.409615809	6.384074681	6.940704137	6.113157331	5.818156069	5.809033654	5.743987028	6.083333588	6.282004188	6.011661117	6.416785707	5.852167841	6.002946999	5.816009982	5.681101575
Cacna1i	6.017262749	5.639476741	5.534993588	5.6846217	5.675723925	5.565548435	5.714990031	5.641413082	5.494717474	5.742169736	5.804513107	5.900084281	5.708096168	6.22342255	5.815895594	5.696135738	5.689762277	5.5212319
Cacna2d1	4.568795218	4.058697469	4.026949252	4.194705645	3.993297564	4.339935493	4.142375314	4.041228377	4.133895009	3.818935751	4.431980581	4.074302764	3.957995056	4.627160304	3.995279482	4.051058817	4.24731487	4.004018915
Cacnb3	7.402540567	6.907303808	6.027824818	7.712905422	6.221828758	8.481284812	6.526249346	6.180431019	6.148759924	6.149617745	6.916317199	6.799256578	6.231534811	8.623308138	6.393326384	6.253686783	6.181438531	6.308824398
Cacng3	4.843247741	4.459264387	4.387486621	4.38984555	4.391309933	5.52128792	4.444079516	4.449636203	4.626409932	4.527366486	5.22288955	4.687797902	4.345874166	5.004845171	4.598162699	4.592801848	4.58148382	4.401175343
Cad	7.319595807	7.481120095	7.302903908	7.604697584	7.522935973	7.817252304	9.685121312	7.787907782	7.870519873	7.906624274	7.463376827	7.718379437	7.191314903	7.972579508	7.357845499	7.754273781	7.25121002	7.306131582
Cadm1	8.51565569	9.099295862	9.421030173	8.449668974	8.017621983	7.616327185	6.52960234	6.02526435	5.896635141	6.078890872	6.989268463	7.979554763	10.32581528	6.972964857	6.655967609	6.301482172	8.462204092	6.525670095
Cadm3	6.521404927	5.950385009	5.880042109	6.118085581	5.814343284	8.0658795	6.241504634	5.909276282	5.97917403	5.836605859	6.658078634	6.373243926	6.02771731	7.267200553	5.832210691	6.047919311	5.912111708	5.824458986
Calcrl	7.029435216	7.106398837	6.664057739	6.698133031	7.490262691	6.755581298	7.574333157	7.19224645	9.118172901	9.129559507	6.420120234	7.220200953	8.435780534	6.808152692	8.46382773	7.69128988	8.825766127	8.569281074
Calhm2	7.705988611	7.737861815	7.910636649	7.692690991	7.779024988	7.858087017	7.996263131	8.461827426	8.462784036	6.094281822	7.988763635	8.528312667	7.814690337	7.52203024	8.633093917	8.672805414	7.942821778	8.747166718
Calm4	6.038163982	5.750027596	5.601546263	5.715282511	5.787079793	6.065050938	5.725587574	5.701521334	5.763312417	5.761690398	6.480656122	5.977447846	5.741271018	5.719283396	5.998907797	5.806886829	5.83397711	5.900760564
Calml4	4.8488908	6.26135216	5.130364927	5.878727793	5.260155161	4.893900936	4.927300737	7.119244456	9.272623643	4.624334889	5.264360024	4.93029579	4.74923211	5.33692603	7.494245451	6.316533764	7.637433704	5.61779215
Camk1	8.167751307	8.087121885	8.230014395	7.746194172	8.211130985	6.951006058	7.617516687	8.56653993	9.451975675	9.966081208	7.490618262	9.614358083	8.104994774	6.93808109	9.99969875	8.496439713	10.21060836	9.94051397
Camk1d	9.413219072	8.991451198	9.469438901	9.080278981	9.749469808	9.41370186	6.984277933	9.171914848	9.112802546	8.724376398	8.315366969	8.187605121	9.183253176	7.778758552	8.797850091	9.558618735	8.426901804	8.658965011
Camk2b	6.516021452	6.258464747	5.990384734	6.328835567	6.104295979	6.630479008	6.394950799	6.057338347	6.22639999	6.146568336	6.737953727	6.837679649	6.186427924	7.289396003	6.192914149	6.148811435	6.243516127	6.222604946
Camk2d	8.155930833	9.660213172	9.817060509	9.390629749	8.783667032	7.146218874	7.02019807	7.080664769	8.363612213	10.32328581	9.003976438	8.37015774	10.30163162	7.75052712	7.903224502	7.146767895	8.59508339	8.264797248
Camk2n1	7.445701877	7.265749817	6.87145628	6.843838161	6.584812813	6.698036463	6.284009408	6.167032037	6.299308775	6.354251145	6.664250289	8.081027811	6.532836419	7.586667555	6.089804612	6.162378572	6.275374009	6.244004762
Camk4	5.002853262	5.04565265	4.98001877	5.122380755	5.010608889	5.042326962	5.219001972	4.968328877	4.978155961	4.930647462	5.628818788	5.214860475	4.761962486	6.441361468	5.285659908	5.07574226	5.210279754	5.054049652
Camkk1	5.86808914	8.360810111	8.219476806	8.156821431	7.930771631	5.818394279	6.349000736	6.474643163	5.710262767	5.459159448	5.981514767	7.109289857	6.885008108	5.988835764	5.760033721	6.646280764	6.045649738	5.621998114
Camkk2	8.024751284	6.529628887	6.422842326	6.909099533	7.107282787	7.743933638	8.249056866	8.968881598	9.234088836	8.355998365	8.452424938	7.693652126	7.379153064	7.833714266	9.067768307	8.796254239	8.896035054	9.117288206
Camkv	5.931690148	5.30838545	5.301227555	5.239979379	5.247989017	5.737527234	5.585207938	5.470450097	5.415791336	5.296886848	5.756338818	5.648801918	5.240014055	5.966647335	5.550756019	5.420665417	5.545405221	5.277764112
Camp	6.368894911	5.867410955	5.833238533	5.95786934	5.825415241	6.225082085	9.368421192	5.903799117	5.832652076	5.852032973	6.135830339	6.517806894	6.047364614	8.459737544	6.011967425	6.021313891	5.879138018	5.854342311
Cap2	6.190902225	5.525802665	5.47835846	5.520883429	5.506928763	5.94930964	5.602129221	5.567023122	5.382108094	5.433036215	6.125287407	5.647379754	5.479296321	6.266617904	5.554645126	5.341420083	5.378780948	5.26302063
Capg	9.782032787	7.086852219	6.37326365	8.00375991	7.633776003	8.663823671	8.818157348	11.70967676	10.80312019	11.57889138	10.01807517	7.704941341	6.148885987	9.29449715	11.62366355	11.39673982	11.81823247	11.89159234
Capn2	9.03545126	7.1500788	7.462005095	7.412558204	8.138822761	8.590209392	7.428998251	10.57364555	9.04928833	10.41759401	9.081362532	5.844197319	7.18045721	8.361968769	10.12062254	10.30737509	9.810995866	10.16052292
Capn5	7.301103802	6.75507317	6.689181527	7.008231954	6.855671582	6.763851726	8.269585057	9.223675382	8.436763864	6.49366281	6.821677055	6.960820965	6.468167304	7.087918915	7.50494581	8.36289707	7.950352345	6.88645829
Capns2	6.252825303	8.196375162	8.982098109	7.853717352	7.762953754	5.437554013	5.241175364	5.222915304	6.235862976	4.95601637	5.546945378	7.048767302	8.250547137	5.125386605	5.255603959	5.332269928	5.023284928	5.242555508
Capsl	4.627490111	4.046525983	4.121227407	4.161871563	4.285724755	4.507480701	4.304883349	4.96701486	4.441755686	3.960258389	4.240787517	4.408859021	3.96295614	5.003755133	4.871485558	4.740715331	4.424337638	4.713928548
Car1	5.389501421	6.204219475	8.760163621	4.95207259	4.963328922	4.77362453	12.22380933	5.223298973	4.894012539	5.174065467	5.225780062	7.123357533	6.084673057	5.254571368	4.907605354	5.303053739	5.054136502	4.921279218
Car12	4.769081429	5.308407295	4.914472268	5.219023275	4.896293164	5.17050597	5.317665855	4.777126851	5.209604126	4.91782635	5.666665711	5.206643224	4.917810441	5.094111476	4.883570315	4.867051351	5.193778313	4.808354157
Car13	6.184961605	6.989313599	7.026169296	7.249689704	7.194357966	6.2391536	6.503113356	5.665533949	5.655920398	6.224567061	6.989449567	5.369761926	7.152231765	6.336862671	7.898534075	6.188556538	8.612846633	8.22630493
Car2	5.621638725	8.274540644	8.953148272	8.134840073	6.030059697	6.972563426	11.85031229	5.437016842	5.134565962	5.134153843	6.659934545	6.682357457	7.770550257	8.744477492	5.294933146	5.208461334	5.092843101	5.060432224
Car4	5.386286736	7.291797842	5.293297431	6.568090645	5.161345159	5.496369669	4.973608214	4.989120837	4.953833264	11.19122458	5.359097675	5.404989383	5.008609391	5.526276998	4.925209833	4.935609039	4.978840853	4.845019948
Car5b	6.17434749	5.347176644	5.41849357	5.401062109	5.86803381	6.103622475	5.698099916	8.525352322	7.323014817	9.012625935	6.299782234	5.100718399	4.870451854	6.540003239	7.687148894	8.532472427	8.237981423	7.468142318
Car6	4.622868871	4.107003598	4.055185736	4.128720256	4.029880419	4.76454786	4.117215727	6.856983201	8.680229168	3.949161371	4.728355919	4.535045149	4.035864339	4.797801574	6.121634356	7.679381336	7.471789813	4.835691689
Car8	5.158225928	5.199330768	4.756596351	4.876208729	4.750606505	5.158920661	4.703091468	4.507130742	4.565804305	4.828000197	4.954952364	4.941248757	4.852494969	5.405245299	4.893532101	4.705541158	4.534069905	4.651277528
