	SC.CDP.BM	SC.CMP.BM	SC.GMP.BM	SC.LT34F.BM	SC.LTSL.BM	SC.LTSL.FL	SC.MDP.BM	SC.MEP.BM	SC.MPP34F.BM	SC.ST34F.BM	SC.STSL.BM	SC.STSL.FL
Acaa1b	4.818022246	4.653037081	4.94547349	4.478290192	4.26503926	4.601742071	4.831941405	4.341903935	4.550789873	4.288314262	4.544205096	4.191598181
Ace	5.884745243	6.492515782	6.235084953	5.737058465	6.049226332	5.909422707	5.979520848	5.814765735	5.900911477	5.845338246	6.055919395	5.746890481
Ace2	3.850882748	4.620867884	3.862388571	3.685820572	3.695934442	3.957663916	3.781160346	3.746721221	3.678280405	3.637818881	3.675217506	3.880151639
Acer3	8.677014152	6.676313254	7.246953682	6.690389623	6.260344379	7.321817785	7.946013584	7.599705719	6.187316438	6.729689393	6.283444621	8.005622584
Ache	5.581045883	6.17498259	6.179693499	5.732813681	8.358877092	6.643866289	5.895680698	6.621374253	5.406982172	5.367184076	5.999212314	5.58567766
Acp2	7.124722051	7.017066167	8.108319886	8.185417119	7.738713352	7.588428317	7.687820759	7.654001533	7.670823344	8.05730215	8.132262024	7.793338642
Acp5	6.975948824	7.052872859	7.483515655	7.192007042	6.540441154	7.697572288	6.796770778	7.105357509	6.810112727	6.967649349	6.832770206	7.593741809
Acpl2	8.287825944	7.176910643	8.460894065	7.415660654	7.094667491	6.169240227	7.912600768	5.947892875	7.247523597	7.454752494	7.726514957	6.241264363
Acpp	5.06993412	5.177997497	5.532632813	5.831453354	5.780058953	5.867843762	5.376865689	5.223519087	5.345474441	5.19798527	5.793241303	5.864423891
Acsbg1	6.114944432	6.539674521	6.426488411	6.176238985	6.408482035	6.383726753	6.150691674	6.00980175	6.16622536	6.133817282	6.165035607	6.219495752
Acsl3	7.534608446	7.948882012	6.264811007	8.411357036	7.92837743	7.430360829	7.829094154	7.955336345	8.132478394	8.523651926	8.168408874	7.657018981
Acss2	6.849256627	8.519843994	7.02647881	8.308961333	7.667193405	6.916239759	6.121338037	8.675092568	7.37201007	8.06479018	7.961852686	7.006622302
Actn1	6.069988524	6.861094973	6.961775723	7.170766996	8.423570748	7.423283742	6.492796951	5.763052981	7.626966179	7.628579687	8.430963468	7.399939671
Actr3b	4.376626102	4.697045395	4.708281058	4.427666507	4.565146263	4.560774047	4.497769889	4.174885746	4.321235435	4.407254166	4.334639779	4.254782984
Acvr2a	6.705584009	6.91656681	5.913313901	7.778065956	7.044170776	7.438837309	6.375847462	6.289168651	7.531868775	7.502166679	7.66910025	8.111977562
Acy1	7.25516331	7.56490323	8.876249768	7.15159942	6.325547721	7.12932561	8.241402142	7.705299924	7.471464687	7.344635456	6.80013371	7.334010872
Ada	7.607386787	7.512785491	7.905734774	7.669964534	7.097584462	7.203999169	7.740462368	7.239790876	8.047731952	7.794894086	7.741470357	7.307840145
Adam11	6.291556902	6.692302346	6.309108262	6.727679985	7.087755594	6.912764417	6.266579802	6.064278226	6.914584853	6.621859936	7.276035669	6.621654841
Adam12	5.469027439	5.84080813	5.553283697	5.317236525	5.405860787	5.712343571	5.554677866	5.395282204	5.273264105	5.26254779	5.2969737	5.787913004
Adam15	8.637091307	7.483695279	8.570907253	7.478488399	7.906271907	7.634359479	8.475222318	6.537254128	7.807938001	7.911087537	8.115324617	7.574962432
Adam22	4.023521508	4.71528663	4.212916872	6.063410182	5.95312475	5.176345381	4.306643816	4.057532586	5.251817541	5.533972863	6.245452562	4.944467273
Adam23	5.01268934	5.184946732	5.126396114	5.026420896	4.88963578	4.904927195	4.984642513	5.025332278	4.965735809	4.865594716	4.709215263	5.098718516
Adam6b	3.841899339	4.181253652	4.055230367	3.60834798	3.786387261	3.842147492	4.073166132	3.734465764	3.799035484	3.544213341	3.689943942	3.874132996
Adam8	6.230868425	6.508060959	6.083986287	6.03811422	7.024545748	6.105581007	6.016456948	6.213749703	5.999148784	5.941115703	6.745188919	6.063220329
Adamdec1	4.396753182	5.160091255	4.840896229	4.421553213	4.80359903	4.488236486	4.39169441	4.664585236	4.617589414	4.512384929	4.610782729	4.460595142
Adamts1	5.193531274	5.794453558	5.348698651	5.280705206	5.279862499	5.751810927	5.224363187	5.075295157	5.064111127	5.100784267	5.427982663	5.76655011
Adamts10	8.308207498	8.365180722	7.676643061	8.867624595	8.497681284	8.496949887	7.907394249	6.766700498	8.909142597	8.610087294	9.041017051	8.635824392
Adamts14	5.801919131	6.187612378	6.121751761	5.697343852	5.707924135	5.983169196	5.79438294	5.821989493	5.703103469	5.566067742	5.618546038	5.441334076
Adamts17	8.203216005	8.012460568	7.889327108	8.100908811	8.124326584	8.16922753	8.154116839	8.00383298	8.034359348	7.880990952	8.088526083	7.941054945
Adamts3	5.82374936	6.941363996	5.931879216	6.274884085	6.378876297	5.979275416	6.660295932	8.558347046	6.308371798	6.535588769	6.187430599	5.929398084
Adamts6	5.611727156	5.856777833	4.945785595	6.943390803	6.531175569	6.718017695	5.514910213	4.816947795	6.269093943	6.259215042	6.568792685	7.171133253
Adamtsl2	5.982552525	6.834859719	6.077911629	6.026755804	6.262738197	5.929587454	6.076749338	6.080039355	6.087178517	5.909115439	6.086819143	6.033257798
Adamtsl3	4.363346321	5.20239813	4.747022114	4.342303466	4.381786336	4.933374348	4.69150811	4.433817422	4.358118415	4.363150046	4.413192376	4.392698656
Adap1	8.891536855	8.278391378	9.50987593	7.838550963	8.322319673	7.932582885	8.941750339	6.849976748	7.902224053	8.014851525	8.225036602	7.461989723
Adap2	7.363438607	5.917391176	5.669196885	5.535233897	5.41813034	5.666682751	5.827767378	5.371180715	5.525833979	5.44498504	5.58940097	5.290581066
Adcy6	6.302693752	7.578037879	6.732158378	7.561956401	8.135027233	7.693213261	6.448298601	8.323592545	7.281825268	7.306025223	7.559544583	7.738564184
Adh1	5.218902549	5.295173829	5.185852012	5.106901035	5.336028632	5.334296529	5.341669145	5.091384607	5.09052955	4.883711226	5.169077837	5.584358246
Adk	7.626134406	9.332715317	8.265701145	8.011774779	7.606848102	8.104654661	8.271484816	9.824655615	8.023660111	8.154586247	7.507521929	8.115953471
Adm	5.281577093	5.573115451	5.389377514	5.125396249	5.365216599	5.423513183	5.416620214	5.293762228	5.235418808	5.169035065	5.280482511	5.442064345
Adora2a	7.414065043	7.69483006	7.07782513	7.879221356	7.395187647	6.977099003	6.251243796	5.623666441	7.406048501	7.675462411	7.660457338	7.317995453
Adora3	7.48145126	6.504895241	6.308952993	5.812257756	6.239987332	5.887935438	6.44040577	5.851189342	5.910370504	5.73543688	5.872273896	6.069191952
Adpgk	8.740147283	8.03019232	8.513802722	7.847788795	9.05075163	7.840081528	8.464036514	8.386161475	7.868454968	7.910971253	8.683924956	7.758676943
Adrb2	7.49057842	7.201753917	6.710945532	7.76602639	7.402831019	7.545368665	7.098840608	7.969064415	7.271735667	7.057713443	8.089234535	7.656787011
Adrbk2	8.65445583	7.947815164	7.326795882	8.319593248	7.657176228	7.470960328	7.441731344	6.802347691	7.595813563	8.331843803	8.009697449	7.676670444
Adssl1	9.189224382	7.292965295	10.49038825	8.450329837	7.461365392	7.494891576	9.682935084	6.113825496	8.35038188	8.20274755	8.625936004	7.758343823
AF251705	6.694941928	6.403980031	5.931991858	5.381750581	6.026797109	5.497488889	5.912609151	5.55580082	5.95581843	5.333455936	5.787683201	5.403489291
Afap1l1	6.635276025	7.522692549	7.526611129	8.553475321	8.145559263	8.913358286	7.480971646	6.178682776	8.222265777	8.013332166	8.786809462	9.029673183
Aff3	8.975533702	9.458363752	8.009470908	9.515294105	9.911006319	7.968687718	8.651228967	8.034017027	9.651749184	9.740908677	10.46571553	8.711916262
Agfg1	9.788183509	9.812650798	8.910412181	9.858044889	9.885134691	10.1710719	9.574674757	9.909921353	9.709883106	9.787606075	9.877860687	10.40151357
Agfg2	8.292193848	7.819101965	8.007712419	7.361327683	7.583360872	7.767116247	7.688999733	8.111724629	7.494731205	7.511731705	7.453592204	7.692093422
Agpat4	5.732404887	6.197983305	5.529104626	6.504134646	6.035390772	6.476010596	5.61930051	6.730304375	6.139609673	6.119951643	6.282717172	6.811305969
Agpat9	5.692693141	6.085321609	5.88177391	5.972982083	5.765421589	5.564310077	5.622396463	5.709607707	5.623751294	5.328193799	5.728667015	6.647492245
Ahcy	10.53745058	10.50866431	11.35265439	10.09327525	9.179629064	9.953966072	10.9400698	11.115998	10.44133148	10.40912046	9.084159782	10.1392766
Ahnak	9.733468685	6.303462042	6.387997762	7.021091759	7.139957501	7.013802049	7.727060706	6.395069656	7.021902746	6.648522966	7.195918749	6.569071025
Ahnak2	5.706220173	5.930641549	5.810093442	5.56390451	5.919509325	5.773791542	5.400843013	5.696405635	5.658315753	5.778496403	5.742764379	5.793094741
Ahr	7.6596575	6.712690004	6.58053596	7.444207373	7.246817224	7.768259105	6.975924757	6.471938533	6.878761506	6.970582203	7.119301875	8.097310292
Ahrr	4.633421522	5.060064682	4.847562697	4.605940711	4.788654393	4.692135163	4.79309821	4.430499386	4.544927351	4.519740029	4.649833859	4.317691176
AI324046	5.487300898	6.334531629	5.64073467	8.823158517	5.75536832	5.465128837	5.482143754	5.381575828	6.559190455	5.517755987	5.931569603	5.583425814
AI452195	4.860688067	6.431947997	5.030175672	6.275338	6.21873145	5.80503444	5.160034093	6.025709882	5.630641358	6.4177808	6.748275607	6.30132425
AI504432	8.816769496	9.661997691	6.56789829	8.719412438	9.291309704	8.917699372	8.777279428	6.687500263	9.611135762	9.586400722	8.842656137	8.996022885
AI607873	8.439351222	5.168100442	4.839138267	5.122962554	5.301761998	5.299962602	6.067148931	4.635586086	4.889149825	5.004557571	5.358708043	4.712540757
Aicda	4.701181221	4.829915504	4.902187768	4.556887147	4.993715115	5.106341339	4.950236656	4.911655634	4.943189951	4.681342437	4.856230458	4.486408685
Aif1	7.480235227	4.893830574	5.208082805	4.744767474	4.772585985	4.998672411	5.548535267	4.638928193	4.777958817	4.86116633	4.776523397	4.496995943
Aim1	6.986031628	5.355056801	5.165268812	6.546421713	6.097520204	5.45625967	5.675687046	4.943600223	6.050282926	5.447357684	7.13835236	6.005603217
Airn	5.316849295	6.262038452	5.409807278	7.073177203	7.181633324	7.277107585	5.037897587	6.740082279	6.164913964	5.784917468	6.678011791	7.927209956
AK129341	4.052355027	4.789468437	4.134248325	4.918251055	5.311463153	5.249052124	4.257863005	4.282495406	4.859577026	4.915059528	5.139079245	5.06443237
Ak3	9.079278987	8.842990299	8.506179689	8.923630652	9.188375125	9.046592644	8.868571231	9.651373929	8.900928227	9.159868688	9.256590683	9.00742483
Ak4	4.906228407	6.260435968	7.635903818	6.882903852	5.841111839	5.491645761	5.984808821	5.273808651	6.982363898	7.092252902	6.827433323	5.367498624
Akap12	6.018265472	5.854312387	6.084815473	6.489438035	5.816747313	5.632983568	5.758317392	5.663148185	5.657327025	5.484819673	5.709017623	7.348349729
Akap6	4.525841286	5.262619196	4.624077493	4.293193889	4.526673982	4.978148333	4.554799613	4.652193911	4.552804332	4.572319752	4.473698174	4.538351917
Akna	9.260682788	7.890072108	8.37803209	8.055456886	8.359653817	8.266569027	8.551903555	7.488097606	8.775499832	7.93402577	9.321587443	8.914104639
Akr1c12	4.087938004	4.584204887	4.23147849	4.745425591	4.539917707	4.189302723	4.120990527	3.896233092	4.540585288	4.880369626	5.000749706	4.461440156
Akr1c13	5.968247458	6.626517256	6.229957649	7.025213403	5.98497663	5.497968897	6.054947576	5.724493389	6.892405599	7.186314841	7.070518134	5.799855347
Akr1c14	3.748328837	4.221161741	4.009323282	3.772033431	3.872362558	3.956344791	3.929863573	3.724655728	3.79100135	3.704777921	3.896430094	3.815191137
Akr1c18	3.694805921	3.993357351	3.799201308	3.623523545	4.196305402	4.128164151	3.919908912	3.913033	3.970596007	3.84953396	3.887278302	3.686562156
Alad	8.601320394	9.370204721	9.589037114	8.840848929	8.658146489	9.245444876	8.997980034	10.89147649	8.859530283	9.044441252	8.847080947	8.784949522
Alas1	9.305350575	8.601593644	11.6434319	8.055743554	7.920845283	8.060823625	10.5839203	8.196528115	8.506470439	8.454781482	8.30060195	8.2954558
Alas2	5.571802186	6.486093276	5.696691244	5.615196549	6.536734185	8.767631296	5.473095265	6.074233535	5.92873036	5.978904902	6.344124846	7.663101564
Alb	4.661618502	4.756470926	4.286878684	4.301653488	4.509461496	6.86597571	4.750511822	4.231505371	4.342636521	4.296501458	4.286652013	6.578995303
Alcam	8.195491638	6.797625215	6.534725155	7.997686076	7.686559354	5.943937731	7.265392198	5.510374914	8.150162089	7.792748656	8.589084443	5.79161484
Aldh1a1	5.593300979	7.408657097	5.684702809	9.09236964	8.980441607	5.528637993	5.184317327	10.34081259	5.323741144	7.807192932	7.745202591	5.077195991
Aldh1a2	4.505829546	4.965768126	4.806043879	4.396004175	4.695570739	4.593831801	4.346817457	4.633518397	4.40681555	4.296659297	4.579938394	4.424653405
Aldh1a7	4.181831402	5.318168587	4.258978645	4.531213006	4.546542615	4.496144869	4.221276477	8.849317989	4.238698981	4.180092151	4.326968712	4.198462722
Aldh1b1	8.38876227	7.270173364	8.370946865	6.768879474	6.646231794	6.662395415	8.223504929	6.310205589	7.045179191	6.71104124	6.950007972	6.694166328
Aldh2	10.35455343	10.72397496	11.06904958	11.16642889	10.19157972	9.179473728	10.7270131	10.1350784	11.02849498	10.98583489	10.71699727	9.826583204
Aldh3a1	5.102257794	5.517515073	5.482159892	4.9692119	5.455024675	5.536994698	4.974365639	5.217337363	5.215810592	5.061149742	5.132776975	5.071923522
Aldh3b1	7.365055584	5.925195984	6.642962404	5.258140739	6.296923546	5.476705707	6.286092574	5.132179924	5.283066122	5.333713532	6.185778686	5.440400787
Aldoc	6.733963019	6.879302647	6.229672513	8.450884339	6.662064945	6.55555953	5.942623192	6.020143239	7.13594215	7.883595464	7.388893259	6.654542948
Alox15	5.510403927	5.804027737	5.658799868	5.341577827	6.10376548	6.077047122	5.372362459	5.477848913	5.378612192	5.266910195	5.74880648	5.716254274
Alox5	6.658429537	6.972808662	8.067638896	6.13049094	7.289736426	6.35243545	6.244252189	6.385901217	5.621691467	5.618124105	7.151941326	5.388025898
Alox5ap	11.40050006	10.03122404	10.92690275	10.68382106	10.06501103	9.626684919	10.74327613	6.732955646	10.65337809	10.47150518	10.38137326	10.13647679
Alox8	5.940431455	6.241460778	5.977949972	5.435184073	5.629455711	5.784475192	6.023335204	5.741693485	5.748545763	5.496360082	5.460066483	5.383256728
Alpk1	8.156195352	7.709628039	6.968215965	7.797511953	7.298302118	6.332964469	7.965991056	6.210998561	6.663933049	7.290993835	7.121250649	6.568986692
Alpk2	5.418597012	5.660436658	5.310426166	4.799665857	4.867081012	5.272228527	5.32527247	4.940096259	5.277579397	4.891168832	4.831554692	5.058405254
Alpl	6.256916297	6.939518684	6.71119615	6.401820438	6.529634092	6.666992289	6.338275241	6.424095727	6.489774118	6.32611125	6.327820276	7.607883241
Als2	7.025891451	8.211709954	7.682733634	8.326942354	7.352546092	8.414082102	6.733215126	7.355984862	7.807380684	8.541684805	8.356165384	8.553721055
Als2cl	5.38391737	5.786770154	5.832914481	6.031392991	6.284834277	6.181732697	5.538437801	5.330538681	6.073418596	5.568380268	6.203039934	6.223080758
Als2cr4	7.107259976	6.912042627	7.329114026	6.527350325	7.090145597	7.129630252	7.146802169	6.933170719	6.936915263	6.681962214	6.8383875	6.677779532
Amica1	8.730931658	5.789978285	5.916734587	5.620800453	5.792785957	5.60826123	6.78025016	5.477662758	5.86233484	5.214014034	5.721254162	5.123382711
Amigo2	5.717998966	6.827791085	6.263534629	7.127104621	6.991954873	7.616486356	6.006227698	8.349679975	6.324780007	6.499032647	6.783519516	7.163649173
Ampd1	5.409854787	5.714571118	5.59937731	5.118437253	5.417756895	5.373439413	5.404798694	5.228168369	5.32525148	5.156293459	5.207024736	5.39318278
Ampd3	7.317059811	6.892352165	6.2701595	6.894865448	7.494921435	7.537540948	6.112944731	8.68648477	6.252580287	6.103931894	7.405651494	7.47390824
Angpt1	5.720579451	10.73130308	7.261172542	11.64402201	11.35077235	10.70318259	7.383443374	7.248510169	10.68173022	11.31265689	11.29147298	10.35714003
Angptl1	4.616643918	5.578208126	4.817065512	4.71555846	5.577118603	5.223696698	4.585255018	4.688454545	4.880004663	5.110595015	5.322221413	5.098213198
Angptl2	7.848482732	6.389373212	6.197709468	6.401607145	6.475112993	6.617054036	7.015808267	5.891030268	6.422659387	6.491994153	6.639860648	6.548107511
Ank	8.383649291	8.851836475	8.095128504	8.221055538	8.573217344	7.7518879	8.106329473	8.694696015	8.049088893	8.167645948	8.542364984	7.374621772
Ank1	6.25835246	6.701348053	6.343685556	5.96196899	6.359645325	7.641965502	6.323185697	9.172682021	6.132712552	5.99502993	6.239628441	7.039211887
Ankrd13a	10.75543937	11.0498591	10.89268369	11.23237861	11.13566534	10.52959509	10.69879983	10.71594754	11.11832163	11.31628091	11.64073035	10.77336932
Ankrd22	4.938022262	6.020206592	5.316820339	4.894153243	6.533567501	5.188647525	5.101165399	5.134816463	5.1853968	5.029287227	6.249597668	5.347729428
Ankrd28	8.747479378	9.731567832	9.09723048	9.932294096	9.772061317	9.184883688	9.514672505	8.85404865	9.954514701	9.623428405	10.13892925	9.630262028
Ankrd33b	5.926041338	6.006130807	6.099981738	6.40820461	6.707947135	6.01705113	6.020909584	5.892562245	6.026261161	6.052721278	6.386356872	6.009145589
Ankrd50	7.334601049	7.098195825	6.742441039	6.961312702	6.920652976	7.391290569	6.851261815	6.756612361	6.965657322	7.003149075	7.392543541	7.599292127
Ankrd54	8.195039621	7.647640461	8.506012102	7.595893731	7.724887155	7.494973688	8.121930269	8.129415172	7.795413385	7.801225602	7.544603102	7.488064257
Ankrd55	5.125989917	5.392925288	5.291427974	4.875118184	5.282740026	5.151609906	5.19630409	5.007630577	5.054140845	4.880335338	4.873025701	4.917288529
Ankrd57	7.118267658	6.269597057	6.660947151	6.00652469	6.241742959	6.141432791	6.995061975	5.810982857	5.917311208	5.891038777	6.201590083	5.839162208
Ankrd6	6.277537864	6.624233253	6.089942992	6.421439884	6.324634215	6.481509922	6.212047882	6.41081765	7.032284916	6.358592305	6.560295636	6.831711332
Anln	9.18448892	8.623600969	7.450815897	6.886373336	7.965426452	8.937081377	9.121751157	9.606058147	8.420526193	8.19463523	6.956874444	9.126506637
Anp32e	10.23272207	10.13058485	9.661496478	9.546945313	9.241026516	9.354187	10.3127887	10.68085058	9.518278616	9.628350846	8.846883251	9.65454626
Anpep	5.684184755	5.720799679	5.462751459	5.689500453	5.989935238	7.125249861	5.290946544	5.189559711	5.458767498	5.448088215	6.164711873	7.037522794
Antxr2	7.982381773	7.444651746	6.224222324	8.242197096	7.541198342	7.647583862	7.075851697	5.468131997	8.054219005	7.981053757	8.449675955	8.188279999
