	PRET.DN2.TH	PRET.DN2-3.TH	PRET.DN2A.TH	PRET.DN2B.TH	PRET.DN3-4.TH	PRET.DN3A.TH	PRET.DN3B.TH	PRET.ETP.TH	PRET.ETP-2A.TH	T.4.LN.BDC	T.4.PA.BDC	T.4.PLN.BDC	T.4+8INT.TH	T.4FP3-.SP	T.4FP3+25+.AA	T.4FP3+25+.LN	T.4FP3+25+.SP	T.4INT8+.TH	T.4MEM.LN	T.4MEM.SP	T.4MEM44H62L.LN	T.4MEM44H62L.SP	T.4NVE.LN	T.4NVE.MLN	T.4NVE.PP	T.4NVE.SP	T.4SP24-.TH	T.4SP24INT.TH	T.4SP69+.TH	T.8EFF.SP.OT1.12HR.LISOVA	T.8EFF.SP.OT1.24HR.LISOVA	T.8EFF.SP.OT1.48HR.LISOVA	T.8EFF.SP.OT1.D10.LISOVA	T.8EFF.SP.OT1.D15.LISOVA	T.8EFF.SP.OT1.D15.VSVOVA	T.8EFF.SP.OT1.D5.VSVOVA	T.8EFF.SP.OT1.D6.LISOVA	T.8EFF.SP.OT1.D6.VSVOVA	T.8EFF.SP.OT1.D8.LISOVA	T.8EFF.SP.OT1.D8.VSVOVA	T.8MEM.LN	T.8MEM.SP	T.8MEM.SP.OT1.D100.LISOVA	T.8MEM.SP.OT1.D106.VSVOVA	T.8MEM.SP.OT1.D45.LISOVA	T.8MEM.SP.OT1.D45.VSVOVA	T.8NVE.LN	T.8NVE.MLN	T.8NVE.PP	T.8NVE.SP	T.8NVE.SP.OT1	T.8SP24-.TH	T.8SP24INT.TH	T.8SP69+.TH	T.DN4.TH	T.DP.TH	T.DP69+.TH	T.DPBL.TH	T.DPSM.TH	T.ISP.TH
2010002N04Rik	8.878046313	9.172422008	10.27606565	9.626473543	7.142628887	9.140350752	7.325804334	9.721805264	9.946695629	5.629762655	5.746447139	5.683360535	6.417134082	5.697094524	7.883099219	5.458272625	5.843936122	6.446165783	6.079545939	5.747821504	6.487644446	6.085545046	5.809441027	5.980043585	5.73714592	5.56082575	5.774877527	6.095888563	6.054700901	8.126959094	7.129850366	6.939648556	7.032143097	6.88667817	6.622419404	6.934188186	7.26347391	7.012455074	7.328831679	6.893045838	5.686251186	5.546941777	6.139763478	6.226134706	6.729377385	6.288034892	5.779605555	5.63032198	5.93772181	6.244684768	5.833719115	5.970220189	6.611299289	6.785811203	7.116092659	7.044874574	6.931396649	6.630355474	7.49036368	6.819072046
2010007H06Rik	5.090173126	5.523602727	5.179461288	5.679169007	5.278752989	5.335069919	5.392623104	5.312715992	5.377771012	5.403048392	6.140124224	5.229976229	5.787775475	5.205419884	5.454861318	5.202912641	5.283151339	5.515546363	5.522456512	5.455840087	5.50905605	5.37947541	5.159626495	5.403232496	5.453948809	5.443566871	5.271343499	5.357168408	5.336408368	5.216422529	5.205460287	5.438497463	5.313494988	5.387329221	5.460713081	5.489292446	5.304074127	5.328850822	5.016650827	5.512751522	5.29266152	5.446406227	5.426411254	5.329477049	5.306945724	5.496175768	5.351571796	5.430608661	5.344376401	5.399027501	5.400176983	5.128835025	5.046953724	5.281610474	5.465496751	5.574012675	5.158468988	5.378775168	5.329951174	5.259020087
2010110P09Rik	5.578045052	5.525630426	5.376200073	5.620202227	5.804525153	5.576751887	5.644079309	5.679339342	5.630705419	5.827833418	5.806179678	5.863165371	6.08285868	5.839318863	5.902294711	5.529275409	5.787816387	5.725113999	5.84865799	5.601679681	5.681581384	5.721930379	5.92102288	6.026445243	5.895605575	5.59622107	5.883057052	5.864210912	5.836105073	5.579276711	5.663904357	5.575841746	5.829515564	6.11231578	6.061695206	5.652590702	5.637597689	5.952518396	5.825789019	5.817208807	5.895784086	5.641046934	5.774309156	6.005329244	5.802044544	5.81398636	5.680696611	6.000492085	6.052309375	6.031892125	5.565265098	5.709828237	5.488309336	5.727310583	5.651752054	6.060657747	5.915990091	5.628116438	6.057898608	5.641751205
2010300C02Rik	6.14841489	6.226037381	5.947461612	5.991664691	6.600853014	6.470554218	6.235683028	6.089381622	6.170813388	6.429697413	6.443973743	6.296267116	6.71139854	6.493645199	6.305095619	5.979349355	6.653456331	6.353490914	6.400749104	6.297393815	6.456767278	6.481325854	6.364188363	6.611023321	6.500623617	6.064320806	6.401734556	6.561351597	6.445269279	6.118425485	6.169041748	6.201270201	6.244520505	6.747233418	6.896543721	6.241281527	6.15559746	6.757378897	6.360390616	6.502265353	6.874194488	6.46038818	6.475115155	6.588369846	6.348407716	6.258269535	6.048026155	6.191146753	6.928854299	6.687128359	5.87854062	6.055741566	6.316418515	6.430683922	6.605498285	6.770953669	6.761893361	6.551533449	6.843805505	6.460736558
2210010C17Rik	5.015641777	5.156327846	4.912750448	5.028314979	5.740975218	5.469280386	5.238841622	5.249713325	5.324889791	8.092789729	8.308698294	8.43977895	6.182318202	7.793726847	6.025543423	6.968564275	7.414815865	6.338678748	6.867135801	6.604079233	6.167889098	6.109591099	7.791539308	7.739336203	7.36633533	7.739031395	7.359884528	7.294773587	7.308285023	5.137219329	5.148515223	5.192367783	5.558003279	5.747334582	5.981977058	5.375589752	5.101806931	5.800068116	5.535508678	5.670829008	6.508922989	6.229946758	5.65236507	6.018898958	5.730040746	5.554217387	5.849536462	6.104214333	5.969928671	6.113255283	5.351812046	6.266750317	6.528290003	6.711870674	5.706097661	6.605119942	6.354331672	5.659890317	6.923812759	5.214865655
2210020M01Rik	7.256078451	7.765366665	7.416452168	7.223489644	6.831073268	8.519518054	7.108212187	7.241503045	7.206868823	5.951163465	6.080254727	5.828341314	5.757142399	5.815676182	5.731654829	5.419740001	5.725600751	5.940276397	5.981030631	5.825794106	5.657516155	5.523054833	5.738901113	5.739439497	5.757826002	5.69130733	5.69762557	5.587990983	5.724905795	5.671316021	5.430936436	5.442364643	5.73520082	5.80039174	5.972920067	5.524995575	5.562271939	6.019227461	5.972521113	6.085562749	6.102611944	5.681393041	5.683667451	5.90390835	5.756107933	5.763925846	5.60597527	5.784367001	5.996198152	6.025522015	5.51518784	5.704553851	5.681850271	5.804201594	6.425766436	6.111216369	6.065108399	6.320003218	6.206932948	6.385158924
2310015D24Rik	5.726337158	5.452023739	5.662215471	5.994635159	5.821759528	5.746372788	5.770797338	5.82201287	5.854597892	5.680978785	5.77362453	5.694216252	5.708969817	5.560704766	6.040843493	5.782084376	5.586572611	5.771021921	5.620006675	5.749896237	5.540852853	5.749031829	5.541498319	5.67486831	5.606378561	5.597029779	5.848629617	5.775984636	5.710588808	5.868932	5.779597676	6.164034008	5.758496846	5.82414496	6.388105998	5.635391641	5.740123441	5.878425362	5.789225837	5.99759275	5.91134165	5.871751671	5.886337158	5.788120579	5.710365639	5.780783395	5.594765495	5.552393467	5.724719385	5.591049037	5.538273273	5.561663194	5.641947685	5.653879758	5.718652054	6.141674609	5.819181072	5.60874026	5.879499932	5.506142787
2310016C08Rik	6.993431704	7.203535456	7.600838027	7.526793812	7.046686038	7.011402456	7.10085924	7.352183236	6.778012716	6.23756563	6.295234453	6.266142493	5.905510559	6.40307851	9.867098881	6.408364277	5.897993045	5.99932433	5.942866339	5.90051746	6.102304692	6.229762225	6.279567249	5.819992549	5.954316142	6.462777493	5.92445703	6.094001655	6.128339461	7.061074477	7.138008242	6.803870215	5.998761907	6.133040805	5.921530352	5.976488132	5.946614685	5.884939751	5.748124851	5.793015816	6.15026924	6.068685857	6.125082788	5.758099264	6.427075623	5.997780902	6.153383813	6.107877538	6.13616267	6.2614744	6.673724597	6.160871124	6.070082293	6.194779832	6.583401743	6.450606977	6.271981496	6.295378348	6.242378298	6.428118377
2310044G17Rik	8.023471423	7.983052593	7.812077164	7.786348704	8.01227758	8.104356231	7.966303177	7.906602629	7.833222492	7.314586265	7.241664792	7.347377171	7.398046185	7.247253466	7.236697974	7.651474389	7.356337959	7.450056219	7.377727927	7.48312086	7.676729555	7.679591758	7.379773141	7.122182972	7.291144908	7.529014865	7.136593014	7.521239492	7.537677608	8.384997531	8.513117233	8.003008487	8.34406417	8.336215537	8.090187861	7.704724903	8.161795328	7.90801606	8.163885452	8.273991364	7.838933073	8.036195413	8.345683631	8.331707679	8.451587812	8.500469857	7.86528065	7.757965528	7.658840561	7.56275173	7.851017308	7.627351241	7.441611566	7.276991933	8.002869385	7.356860401	7.509049186	7.746102671	7.483185099	7.751740645
2310061C15Rik	8.55043141	8.945498851	8.54439091	8.762006075	9.411646495	8.242781593	9.193175096	7.739516007	7.724416306	6.685166001	6.531037512	6.844116118	6.672567719	6.363752221	7.17660768	7.06954214	6.675244328	6.750468499	6.976719912	7.136560204	7.020254012	7.004539594	6.650952637	6.536141511	6.724476336	7.375483687	6.88822411	6.989053455	6.618160821	7.217534801	7.739855302	9.008654673	6.83647037	7.088214049	6.705469276	8.388370236	8.139563119	7.157969694	6.935478214	6.805497545	6.799580385	6.683719845	7.359259356	6.386296222	7.556758169	6.837470253	6.761692614	6.730208804	6.784358276	7.035027795	7.284528631	7.458365598	7.09373094	7.215161176	9.048578601	7.21335992	6.807016536	8.680079925	6.956970829	8.65372645
2410066E13Rik	6.018881901	6.06383079	6.054313443	6.364123271	6.364778434	6.579510044	6.103547295	6.324117526	6.138073112	7.806035498	7.620325778	8.047606184	7.57438362	7.75043567	7.306298397	8.301082456	7.632587769	7.469853695	7.614725792	7.287463368	7.792656699	7.420694607	7.879234633	7.609932954	7.471706506	8.18740107	8.059870784	7.846281434	8.149366415	6.635746654	6.925100618	5.889418783	7.203742783	7.119294265	7.394347789	6.322723762	6.595955625	6.611933667	7.056543068	7.171784612	7.521275617	7.783609656	7.931273322	7.390844349	7.742422287	7.404852612	8.07491551	7.931229189	7.628669112	8.165021533	8.804150816	7.831287817	8.025699548	7.639129399	6.77361442	6.893541404	7.496727041	6.592307527	7.41316134	6.220405416
2410127L17Rik	8.603818073	7.64264129	8.468065998	8.237333547	8.697662402	7.606991426	8.750211657	8.101990373	7.768554878	6.942463286	7.46480139	7.223967898	6.969276762	6.822832526	6.998893886	7.869596928	6.687050187	7.683967519	6.960371539	7.436732916	7.131567536	6.785127655	7.102552809	6.900521888	6.688372015	7.584775577	7.487587104	7.4632309	7.315277595	8.871851758	9.186686581	9.552583801	6.83588282	6.569152819	6.67593728	8.165915288	7.99551693	6.829661433	7.21103816	6.77334716	6.547231821	7.693337569	7.297032107	6.654882304	7.322473511	7.091218855	7.359472853	7.203112388	6.013581363	6.466037567	7.915550578	7.572754031	7.930151468	7.425695113	8.314908262	6.479312491	6.814551705	8.242388461	6.419065781	8.819677656
2610018G03Rik	9.695219358	8.901238752	9.748457124	9.31561457	9.179263132	8.539063275	9.14985591	9.789882241	9.878868157	9.213780236	9.38887199	9.389851571	9.806036787	9.209557746	8.871393455	9.156475834	8.178094631	9.433630853	9.39888945	9.330874015	9.415439468	9.417571401	9.253510777	8.961064152	9.799741073	9.813490218	9.358800187	9.674729691	9.560616441	8.734143381	9.034219935	9.633128377	9.360724642	9.343789322	8.874654669	9.522360909	9.739740281	9.221432211	9.251773129	9.14082057	9.179750551	9.342402145	9.855371162	9.369464521	9.853679306	9.37537269	9.0548577	8.98854183	9.018400037	8.626320124	9.696338919	9.129986331	9.457105927	9.193662437	9.272439824	8.503833687	9.520970162	9.396991731	9.324576765	9.291055555
2610019F03Rik	5.333528688	5.153053399	5.244761503	5.319484265	5.422486437	5.312240405	5.265443147	5.304244527	5.176693772	8.803608178	7.582188283	8.334514199	8.704496098	8.575459326	5.541471474	6.373785074	5.763763441	9.433817631	7.845832494	6.0457815	7.20656411	7.012752649	8.783723795	8.326713054	7.776307017	8.476826689	8.476625249	7.398233208	7.403896832	6.741508335	7.153500015	5.959326199	5.694662008	6.02455018	6.074747321	5.532837458	5.418291162	6.030319891	5.817988148	5.693563156	7.911041184	8.275799995	6.992286923	6.429968227	6.570131213	6.388263599	9.32422601	9.18474528	8.367391016	8.595475439	9.13036755	9.339906181	9.233277096	9.153250204	6.075109002	6.935651073	8.424347717	5.261606032	7.403521103	5.318243319
2610020H08Rik	7.13808233	7.204391163	7.071025197	7.411455906	6.277070999	7.047025001	6.402445347	6.009082122	6.182366542	6.912895323	6.651878312	6.802464666	7.540034504	6.71549943	8.505448354	7.547398672	7.070929701	7.308542904	6.425994084	7.234152242	6.37529666	7.136103184	6.807212793	6.705558206	7.409659507	7.055144125	7.000104817	7.213953786	7.111392011	5.897598634	6.25117877	6.186891723	7.453847597	7.266388964	7.618540409	7.543247371	7.701006512	7.598281576	7.623585972	7.853564695	6.444905001	7.209980633	7.45462831	7.566544623	6.999740179	7.792001774	7.06004378	6.941634936	7.243211757	6.348746446	7.333261517	7.262319769	7.716241696	6.963862874	6.418399679	5.952170462	6.605192062	7.8345667	6.297375472	6.757789564
2610034B18Rik	5.897196854	5.700688007	5.875174309	6.056685398	6.074243527	6.022568297	6.062607451	5.957996603	6.002477504	6.142700015	5.905403854	6.06111229	6.185234237	6.033381886	6.16736395	5.801451857	6.04752203	6.105803772	6.193765174	6.014693757	5.982282506	6.094899686	6.154025506	6.036998507	6.11941532	5.862248041	5.948928625	6.00109438	5.866644267	5.90166339	5.747467965	5.76837623	5.951448697	6.518352063	6.711400605	6.042949973	5.849749117	6.420976376	6.014601524	6.363334055	6.198473199	6.029089884	6.160471158	6.250678349	6.018576316	6.001207751	5.912304956	6.048022521	6.511417435	6.468234113	6.05966965	6.029600122	5.870438702	6.072554607	6.092308937	6.382552557	6.343102194	6.145730435	6.49534713	5.932275392
2610318N02Rik	8.726433327	9.120118101	8.480894588	8.624768594	10.24062519	8.169357998	9.738084601	8.116669722	8.18295543	6.332697791	6.742513572	6.282369991	7.539216725	6.260215142	6.396816532	6.544323608	6.457943892	7.597985235	6.727577433	6.687610369	7.275720084	6.591793095	6.25575249	6.376564174	6.283485676	6.234518565	6.989582589	6.81936461	7.116858907	7.615819164	7.642942675	9.555135802	6.501924739	6.603410234	6.417655924	9.169478515	8.809558179	7.388592239	7.026289198	6.632544512	6.889765962	6.697313732	6.285297404	6.446836831	6.425514694	6.365787006	6.398203845	6.369760181	6.608738781	6.559277147	6.491423964	7.624251533	7.115337797	7.061513408	10.04186938	8.024148996	7.862517102	10.38960431	7.073915539	9.724256385
2610528A11Rik	6.161637809	6.098440613	6.257693322	6.002274958	6.201692012	6.250822652	6.047273719	6.635970547	6.730637239	6.355797418	6.607453123	6.062082846	6.351201332	5.882208545	6.322763414	6.008362882	6.348254554	6.186903935	6.22344765	6.326283263	6.063103816	6.164488635	5.972358743	5.964809078	6.280381979	6.182212081	5.98443289	6.040934793	6.164903575	6.045054111	5.933617486	5.788977978	6.658638514	6.311395941	6.350108233	6.213244228	6.160223056	6.53189606	6.510697717	6.377049692	6.303029986	6.34783748	6.339200347	6.317487686	6.105930502	6.067260097	6.135389165	6.26487167	6.496084135	6.125695868	5.924107805	6.033856112	6.136911843	5.880048758	6.179647723	6.2554466	6.126273579	6.154313837	6.367341941	5.926491306
2610528E23Rik	7.457402495	7.46038463	7.746371892	7.638947374	7.955737851	7.181704873	8.184021703	7.354903755	7.114073375	6.387275794	6.58675949	6.083939498	6.400097267	6.274731299	6.133577225	6.588804067	6.178920754	6.442756652	6.369548492	6.408116275	6.548893817	6.479932204	6.139897148	6.25390609	6.391320932	6.242323352	6.625366452	6.444806741	6.568546465	8.408134396	8.497405723	8.793711081	6.137269203	6.496566208	6.534574469	6.646558231	6.31705197	6.316867995	5.988232496	6.147682521	6.399966864	6.549915554	6.188577637	6.320652549	6.608371638	6.424830294	6.421845471	6.528643723	6.695366579	6.457247343	6.576661705	6.475030824	6.61497922	6.512526627	7.673130016	6.253770602	6.429220926	6.886931337	6.085274509	7.745070119
2810026P18Rik	8.234365276	7.885844295	9.195761467	8.605357838	8.753711939	7.874787336	8.790367504	8.781660134	7.928821243	7.788029633	7.636289282	7.77905634	7.531630206	7.821175312	8.084212943	8.496642499	7.874638993	7.714960047	7.392802819	7.540282796	7.786334545	7.969044743	8.076698752	8.127716671	8.292600021	8.035282164	8.1992218	8.260289329	8.19699974	9.309816088	9.639030006	10.62046985	7.2712526	7.238351872	7.339538721	7.832234536	7.610025757	7.01003309	7.032259933	7.029679992	7.586075651	7.765357051	7.497485164	7.531294896	7.506714989	7.440344305	8.11399544	7.72663484	7.535687516	7.696071966	8.103732964	7.983130615	8.118573087	8.005323254	8.533425649	6.983668575	7.91002325	7.949714675	7.347923089	9.443174806
2810055G20Rik	3.726765837	3.631063528	4.001824756	3.548763352	3.702801584	3.579731274	3.490484558	4.476923839	4.305463519	3.561167254	3.543322651	3.465412945	3.614552808	3.768777164	3.434468105	3.477767979	3.639961431	3.391543198	3.515035362	3.341990489	3.352636129	3.607160633	3.460921634	3.776539188	3.522482667	3.419468103	3.387063786	3.433845235	3.394436398	3.467953277	3.387546358	3.49256465	3.559397996	3.600717751	3.368998771	3.304695991	3.490283446	3.398373175	3.814082095	3.475469724	3.733101214	3.452287923	3.582339221	3.695798992	3.669848822	3.526219085	3.33433944	3.64797449	3.565739327	3.726776734	3.556977041	3.316773284	3.448984621	3.439778258	3.418635239	3.97354393	3.856155744	3.292806285	3.432179964	3.449275228
2810417H13Rik	10.64919413	10.21478907	10.39591666	10.90535507	11.38903783	8.587933495	11.02484954	9.449568046	8.401868709	6.426280412	7.061734622	6.672945279	7.401634449	6.416884206	6.704711994	7.817698289	7.255498373	8.289939258	8.056544874	8.256843665	7.558400049	7.12289148	6.344318399	6.711850948	6.681557491	6.442550432	8.248492617	7.589605209	7.670862047	6.537466401	8.505961042	11.52081838	6.779851965	6.352650841	6.935477428	10.94296618	10.37741589	8.867518654	7.288851313	6.745732131	7.471108862	7.422342063	6.286092574	6.5400544	6.177051716	6.41410057	6.302624912	6.244973928	6.770740526	6.656815726	6.666651983	8.818612	8.9967692	8.302681873	11.17249489	9.155320434	6.851649111	11.49550515	7.100089352	11.61687828
2900026A02Rik	7.868289405	7.425817618	7.740564346	7.174504793	6.477685961	7.297284364	6.589675113	8.28895218	8.488597953	6.590222245	6.50275226	6.647322185	6.824667309	6.688334711	8.142010364	6.502323175	6.842752608	6.482572428	7.003749137	6.827553152	6.833428605	6.839268046	6.732253821	6.849349216	6.949194062	6.444323346	6.692613642	6.51117177	6.591972071	6.595149547	6.547178856	6.257424617	6.789630147	6.848276986	7.282015311	6.434038242	6.354318741	6.658475239	6.776816823	6.828511419	7.154501525	6.636217129	6.591165758	6.900700798	6.275444782	6.599369374	6.686840385	6.768823469	6.985986484	7.180876863	6.42585034	6.683029685	6.397675774	6.579926329	6.60366541	7.130682782	6.949624807	6.443085547	6.857849157	6.399999893
3110007F17Rik	7.116960419	7.42048956	6.944013894	6.703599088	6.866861008	6.702743416	6.549267168	6.163743589	6.591754954	4.783975177	4.861047193	4.675750079	5.216792412	4.751278034	5.978782139	5.325619073	4.804556989	5.296381538	4.684871089	4.671785888	4.80222769	4.647113002	4.558963503	4.692607598	4.718972553	4.730139952	4.904673554	5.202302782	5.381709057	4.614937517	4.61826411	4.709861314	4.557887928	4.731880158	4.585845881	4.70010675	4.49748889	4.614641143	4.578447671	4.492887191	4.826792517	4.58519692	4.712372004	4.70189555	4.609557003	4.767631848	4.764004608	4.801760516	4.852027145	5.021675153	4.789823133	4.902200634	5.826047588	5.483980187	6.517621101	5.708433735	5.229866027	6.557790433	5.253047578	6.788588275
3110043O21Rik	5.69856855	5.239907798	5.915120495	5.647616718	5.845848798	5.459373691	5.818488444	6.051010948	6.13752914	6.094610491	6.22860227	6.223968863	6.100826308	6.257168436	6.711306298	7.050687428	6.26323821	5.668400933	6.511960281	6.093712984	6.966028175	6.450470063	6.143647833	6.109391207	6.487905134	6.762735817	6.023470498	6.184706771	6.168186041	6.4235524	6.112362352	6.141381697	6.061164146	6.264030298	6.358154468	5.680559723	5.859060125	5.72702734	5.764372697	5.817000684	5.667911989	5.850136819	6.31085995	6.163055873	6.486217195	6.226121858	6.01069556	5.932425013	5.623061109	5.82333157	6.611149752	5.794023296	6.092727547	6.066768748	5.998354239	6.124707234	6.04724754	6.04021811	6.135640206	5.794887156
3110052M02Rik	6.187539471	5.41902307	6.332527138	6.012917238	6.045457533	5.842505396	5.82095415	6.256833917	6.150518044	7.069296875	7.273350369	6.922402042	7.062123871	6.937886557	6.348339843	7.473673284	6.34635771	7.584523614	6.771095012	7.402430282	6.937604907	6.623220637	6.973982769	6.700096575	8.003831856	7.337769286	7.029315943	6.659939777	6.824471715	6.437947886	6.465399883	6.080390118	7.618041858	7.217952853	7.018474501	7.319756407	7.693241841	7.279970494	7.645942741	7.314559379	6.433719516	7.077744322	7.332672134	7.076400362	7.292432534	7.648691925	6.916367961	7.206317623	7.001757214	6.328821508	7.402182964	6.661134381	7.371051449	6.700877547	5.872751617	6.571029535	6.342337841	7.579398663	7.302790306	6.866136489
